SMILES,IE,EA,n_F,n_O
CC1=CC(=C2C=CN(C)C=C2)C=CN1CO,3.349981595,0.934621056,0,1
CNC1=CN(C)C(C(F)(F)F)=CC1=C1C=CN(C)C=C1,3.355704807,1.773033069,3,0
COCCOCCOCCOC1=CN(C/N=C(\C)O)C=CC1=C1C=CN(C)C=C1,3.28702691,0.834169838,0,5
N#Cc1ccc2c(c1-c1ccccc1)ONO2,6.156151419,2.303821251,0,2
CN1C=C/C(=C2/C=CN(C)C(N(C)C)=C2)C(C(C)(C)C)=C1,3.17800846,1.127721689,0,0
CCC1=C/C(=C2/C=CN(C)C(O)=C2)C=CN1C,3.154793772,1.029981345,0,1
CN1C=CC(=C2C=CN(CC(F)(F)F)C=C2N)C=C1,3.29916058,1.184393649,3,0
CN1C=CC(=C2C=CN(CF)C=C2)C(N(C)C)=C1,3.435536509,1.240144827,1,0
CN(C)CN1C=CC(=C2C=CN(CF)C=C2)C=C1,3.575540796,1.229084989,1,0
COCCOCCOCCOC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1[N+](=O)[O-],3.784484686,2.517921056,0,6
CN1C=C[C]([C]2C=CN(C)C=C2N(C)C)C(C#N)=C1,3.445193598,1.62864785,0,0
CN1C=C[C@@H]([C@H]2C=CN(C)C[C@@H]2C(C)(C)C)C(C(=O)O)=C1,3.32426731,1.773698695,0,2
CNc1ccc2c(c1)NSN2OCCOCCOC,5.039636714,2.922235724,0,3
COCCOCCOCCON1SNc2c(C)cccc21,5.277186993,2.931607988,0,4
COCCOCCOCCON1SN(C(C)=O)c2ccccc21,5.44498821,3.355066455,0,5
COCCOCCOc1cc([N+](=O)[O-])cc2c1NSN2,4.769015045,3.393505063,0,5
COCCOc1cc([N+](=O)[O-])cc2c1NSN2,4.825751142,3.471953295,0,4
COCCON1SN(N(C)C)c2ccccc21,5.252182583,2.98456209,0,2
COc1ccc2c(c1C)NSN2,4.770911509,3.196654832,0,1
C#Cc1ccc2c(c1)NSN2C(Br)(Br)Br,5.292444046,4.245663351,0,0
Cc1cccc2c1NSN2c1ccccc1,4.567690756,3.6294467,0,0
C=Cc1cccc2c1NSN2OCCOCCOCCOC,5.261127898,5.150048755,0,4
Clc1cc2c(c(C(Br)(Br)Br)c1)NSN2,5.009305221,4.53994817,0,0
CC(=O)c1ccc(C(=O)O)c2c1NSN2,4.722603869,2.873999078,0,3
CC(C)(C)c1ccc2c(c1N)NSN2,4.861193779,3.58860887,0,0
O=[N+]([O-])c1ccc(O)c2c1NSN2,4.943962071,3.258778802,0,3
N#CN1SNc2cccc(C(Cl)(Cl)Cl)c21,5.495299998,5.088361043,0,0
COCCOc1ccc(C#N)c2c1NSN2,4.851174887,2.058006817,0,2
CNc1cc2c(cc1OCCOCCOCCOC)NSN2,4.542029215,3.658421335,0,4
O=C(O)c1ccc(C(Cl)(Cl)Cl)c2c1NSN2,4.907955788,4.448236846,0,2
Oc1ccc(-c2ccccc2)c2c1NSN2,4.823548764,3.517757004,0,1
C/C(O)=N/c1cc(C)cc2c1NSN2,4.565683086,3.885240525,0,1
Fc1cccc2c1ON(Cl)O2,6.846886316,5.381990993,1,2
CCN1Oc2ccc(F)cc2O1,5.665342491,1.317636225,1,2
C#CN1Oc2cccc(C(Br)(Br)Br)c2O1,6.113073643,4.196012172,0,2
CN(C)C1=C/C(=C2\C=CN(C)C(C(Cl)(Cl)Cl)=C2)C=CN1C,3.492167878,4.869692999,0,0
CCC1=C/C(=C2\C=CN(C)C=C2/N=C(/C)O)C=CN1C,3.219884472,1.181488066,0,1
COCCOCN1C=CC(=C2C=CN(C)C(F)=C2)C=C1,3.501424712,1.220255265,1,2
C#CC1=C/C(=C2\C=CN(C)C(OCCOCCOCCOC)=C2)C=CN1C,3.168136374,1.877596208,0,4
COCCOCCOc1sccc1C,5.447868573,1.04487918,0,3
CCC1=C/C(=C2/C=CN(C)C=C2/N=C(/C)O)C=CN1C,3.094569143,0.89555703,0,1
CC(C)(C)c1ccc(-c2ccccc2)s1,5.56009122,1.81325688,0,0
CN1C=CC(=C2C=C(N(C)C)N(C)C=C2C(C)(C)C)C=C1,3.187107092,1.088604375,0,0
COCCOC1=CC(=C2C=CN(C)C=C2)C=C(N(C)C)N1C,3.096706314,1.13228267,0,2
CN1C=CC(=C2C(O)=CN(C)C=C2N(C)C)C=C1,3.29780465,1.272325075,0,1
COCCOCCOCN1C=CC(=C2C=CN(C)C=C2)C(/N=C(/C)O)=C1,3.337725645,1.169461562,0,4
CCC1=CN(C)C(O)=CC1=C1C=CN(C)C=C1,3.155295466,1.193040518,0,1
CN1C=CC(=C2C=CN(CN)C=C2)C=C1N,3.097454257,0.984001399,0,0
CN1C=CC(=C2C=CN(CC(C)(C)C)C=C2)C=C1[N+](=O)[O-],3.931734451,3.039401287,0,2
CN1C=CC(=C2C=CN(C)[C](C(F)(F)F)[C]2C(C)(C)C)C=C1,3.654312942,1.740875461,3,0
C#CC1=CN(C)C=C([N+](=O)[O-])C1=C1C=CN(C)C=C1,3.969336401,2.933191283,0,2
CCC1=CN(C)C=CC1=C1C=CN(CC)C=C1,3.155992257,0.96101052,0,0
FC(F)(F)N1SNc2cc(C(Br)(Br)Br)ccc21,5.341836781,4.229401838,3,0
COCCOc1ccc(OC)c2c1NSN2,4.469835104,3.237482466,0,3
COCCOc1ccc2c(c1)N(c1ccccc1)SN2,4.506583484,3.869455166,0,2
C=Cc1cc2c(c(OCCOC)c1)NSN2,4.612508106,3.316253074,0,2
Nc1cc2c(c(C(Br)(Br)Br)c1)NSN2,4.769882894,4.507908439,0,0
CNc1ccc2c(c1)NSN2NC,4.645862983,3.061473112,0,0
C=Cc1ccc2c(c1)N(/N=C(/C)O)SN2,4.679543236,3.620124872,0,1
CC(C)(C)N1Oc2ccc(F)cc2O1,5.581279408,1.272343394,1,2
C/C(O)=N/c1c(N)ccc2c1NSN2,4.602261657,1.47706636,0,1
CNN1SNc2cccc([N+](=O)[O-])c21,5.25888927,3.371483377,0,2
CCN1Oc2ccc(C(C)=O)cc2O1,5.784914961,2.333218509,0,3
C/C(O)=N/c1ccc(C#N)c2c1NSN2,4.920595144,2.497528861,0,1
CNc1cc(C(Cl)(Cl)Cl)cc2c1NSN2,4.975089962,4.417215398,0,0
CC(=O)N1Oc2ccc([N+](=O)[O-])cc2O1,6.330451849,3.524532978,0,5
O=C(O)c1ccc2c(c1)ONO2,6.08287621,2.294135288,0,4
O=C(O)c1ccc2c(c1)ON(C(F)(F)F)O2,6.469750476,2.377593353,3,4
C#Cc1cc(C#C)c2c(c1)ONO2,5.984620126,2.14509607,0,2
COc1cc(OC)c2c(c1)ONO2,5.55996324,1.27901058,0,4
CN(C)c1c(C#N)ccc2c1ONO2,5.638348358,2.053523391,0,2
C#Cc1cc(C(Br)(Br)Br)cc2c1ONO2,6.125530748,4.285666289,0,2
CNc1cc2c(cc1C(C)=O)ONO2,5.33406629,2.212053974,0,3
C=Cc1ccsc1OCCOCCOC,5.377000591,1.582849472,0,3
CC(=O)c1ccc(C)c2c1NSN2,4.706867164,2.280410135,0,1
COCCOC1=C(Cl)N(C)C=CC1=C1C=CN(C)C=C1,3.424517494,4.204260093,0,2
C=CC1=CN(C)C(C=C)=CC1=C1C=CN(C)C=C1,3.361038083,1.833685124,0,0
COCCOC1=CC(=C2C=CN(C)C=C2)C=CN1CN(C)C,3.25905739,1.021704374,0,2
COCCO[C@H]1[C@@H](C(=O)O)C(=C2C=CN(C)C=C2)C=CN1C,3.497256195,1.731343346,0,4
C=C[C]1[C](C)N(C)C=CC1=C1C=CN(C)C=C1,3.283482469,1.315045731,0,0
COCCOC1=CN(C[N+](=O)[O-])C=CC1=C1C=CN(C)C=C1,3.607272163,3.056974333,0,4
CC1=CC(=C2C=CN(C)C=C2)C=C(C(C)(C)C)N1C,3.200177672,1.323312398,0,0
CO[C]1[C]([N+](=O)[O-])C(=C2C=CN(C)C=C2)C=CN1C,3.868009607,2.578854373,0,3
COCCOC1=CN(C)C(/N=C(/C)O)=CC1=C1C=CN(C)C=C1,3.152332587,1.573242234,0,3
CNCN1C=CC(=C2C=CN(C/N=C(\C)O)C=C2)C=C1,3.334737894,0.91528284,0,1
CC(=O)CN1C=CC(=C2C=CN(C)C=C2)C(/N=C(/C)O)=C1,3.371298163,1.7090296,0,2
COC1=C/C(=C2/C=CN(C)C=C2C(F)(F)F)C=CN1C,3.435255429,1.329489259,3,1
C/C(O)=N/c1ccc2c(c1N(C)C)NSN2,4.608180832,3.596949644,0,1
CN(C)c1ccc2c(c1C(F)(F)F)NSN2,4.748272854,1.788831629,3,0
COc1ccc2c(c1)ON(F)O2,6.187561106,4.875109528,1,3
CNc1ccc2c(c1)ON(F)O2,5.488015549,4.831890936,1,2
CON1Oc2cccc(C(Cl)(Cl)Cl)c2O1,5.901707978,4.090806679,0,3
C/C(O)=N/c1ccc2c(c1N)NSN2,4.804710434,3.612515951,0,1
CC(=O)c1ccc2c(c1)ON(C)O2,5.815039228,2.341896366,0,3
CON1Oc2cccc(C(C)=O)c2O1,5.959826781,2.495832389,0,4
CC(=O)c1ccc(Cl)c2c1ONO2,6.141264351,2.603280655,0,3
COc1c(C)ccc2c1ONO2,5.739906323,1.259045582,0,3
C#Cc1cccc(O[N]N(C)C)c1[O],4.885895715,3.81644038,0,2
CC(C)(C)C1=CS/C(=C2\SC=C(C(Br)(Br)Br)S2)S1,4.767163171,4.333734905,0,0
CNC1=C/C(=C2\C=CN(C)C=C2C)C=CN1C,3.001047429,0.820794719,0,0
CNCN1C=CC(=C2C=CN(C)C=C2)C=C1O,3.242168497,0.906648403,0,1
CN1C=CC(=C2C=CN(C)C(C(Br)(Br)Br)=C2C#N)C=C1,4.02850626,5.533373549,0,0
COCCOCCOC1=C(C#N)C(=C2C=CN(C)C=C2)C=CN1C,3.523669243,1.72701583,0,3
CC(=O)C1=CC(=C2C=CN(C)C=C2)C=C(C(C)=O)N1C,3.864032949,2.373246253,0,2
CC1=CN(C)C(C(=O)O)=CC1=C1C=CN(C)C=C1,3.452742471,2.125526737,0,2
COCCOC1=C/C(=C2/C=CN(C)C(C(C)=O)=C2)C=CN1C,3.494103571,2.204173158,0,3
CN1C=C/C(=C2/C=CN(C)C(C(Br)(Br)Br)=C2)C=C1N,3.515417173,5.046984049,0,0
CN(C)N1SNc2c(C#N)cccc21,5.059553167,2.191139128,0,0
N#Cc1ccc2c(c1)NSN2O,5.472707807,5.605662492,0,1
C/C(O)=N\CN1C=CC(=C2C=CN(C)C=C2)C([N+](=O)[O-])=C1,3.870907497,2.761615989,0,3
COCCOCCOc1cscc1C(C)=O,6.081475861,2.199439628,0,4
COCCOc1sccc1N(C)C,4.638370061,1.182818491,0,2
COCCOCCOc1cc(C(F)(F)F)cs1,5.986240722,1.629120389,3,3
COCCOCCOCCOc1ccc([N+](=O)[O-])s1,6.423331847,3.36692033,0,6
COCCOCCOCCOc1ccsc1-c1ccccc1,5.364953116,1.736944973,0,4
CCC1=C/C(=C2\C=CN(C)C=C2C(F)(F)F)C=CN1C,3.446435643,1.289995084,3,0
CC(=O)c1c(F)ccc2c1ONO2,6.059386323,2.601521317,1,3
N#Cc1ccc2c(c1Cl)ONO2,6.327272329,2.351290272,0,2
Clc1cccc2c1ON(C(Cl)(Cl)Cl)O2,6.306150956,3.718563327,0,2
C#Cc1ccc2c(c1C=C)ONO2,5.864194354,2.161083675,0,2
CCc1cc([N+](=O)[O-])cc2c1ONO2,6.238694654,3.447306434,0,4
CNc1c(C(C)=O)ccc2c1ONO2,5.488139301,2.243073975,0,3
C#Cc1cc2c(c(C(C)=O)c1)ONO2,5.99742555,2.64301231,0,3
CC(=O)c1ccc2c(c1)ON(C(Br)(Br)Br)O2,6.28842902,6.20125942,0,3
N#Cc1ccc2c(c1F)ONO2,6.362988304,2.283333498,1,2
COc1cc(C)cc2c1ONO2,5.711222757,1.217090595,0,3
COCCOCCOCCOCN1C=CC(=C2C=CN(C)C=C2)C(C(=O)O)=C1,3.786810073,1.807845409,0,6
NCN1C=CC(=C2C=CN(CF)C=C2)C=C1,3.543018341,1.23020246,1,0
CC(=O)C1=CN(C)C=C/C1=C1\C=CN(C)C(C#N)=C1,3.81649516,2.197679634,0,1
COC1=C/C(=C2\C=CN(C)C=C2C#N)C=CN1C,3.521897809,1.713677316,0,1
COC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1N,3.085749596,1.336770424,0,1
COCCOC1=CN(C)C(C(Br)(Br)Br)=CC1=C1C=CN(C)C=C1,3.640554085,4.942278598,0,2
C#CC1=CN(C)C(N(C)C)=CC1=C1C=CN(C)C=C1,3.305679878,1.306743282,0,0
CNC1=CC(=C2C=CN(C)C=C2)C=C(C(F)(F)F)N1C,3.394619492,1.79309941,3,0
CN1C=CC(=C2C=C(F)N(C)C=C2C(=O)O)C=C1,3.619572753,1.909382919,1,2
CN1C=CC(=C2C=CN(Cc3ccccc3)C=C2)C(C(=O)O)=C1,3.571782398,1.816236564,0,2
CN1C=CC(=C2C=CN(Cc3ccccc3)C=C2)C(N)=C1,3.138996086,1.130265499,0,0
O=C(O)c1cccc2c1N([N+](=O)[O-])SN2,4.620507948,5.256206303,0,4
CN1C=CC(=C2C=CN(CC(F)(F)F)C=C2)C(C(C)(C)C)=C1,3.378907269,1.157114,3,0
CN1C=CC(=C2C=CN(CC(Cl)(Cl)Cl)C=C2C(C)(C)C)C=C1,3.44173572,3.646565853,0,0
CN1C=CC(=C2C=CN(CC(C)(C)C)C(O)=C2)C=C1,3.208258517,0.931546371,0,1
CNC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1C(C)=O,3.373652203,1.903488748,0,1
CN1C=CC(=C2C=CN(CC#N)C=C2)C(C(F)(F)F)=C1,3.70427234,1.329658019,3,0
CN1C=CC(=C2C=CN(CC(=O)O)C([N+](=O)[O-])=C2)C=C1,4.023581502,3.075851705,0,4
CN(C)CN1C=CC(=C2C=CN(CC(=O)O)C=C2)C=C1,3.326590458,1.546799564,0,2
CN1C=C/C(=C2\C=CN(C)C(N)=C2)C([N+](=O)[O-])=C1,3.682698573,2.595655204,0,2
CN1C=C[C]([C]2C=CN(C)C(c3ccccc3)=C2)C(O)=C1,3.277638966,1.692619805,0,1
C=CCN1C=CC(=C2C=CN(C)C=C2)C=C1,3.277939717,0.931153868,0,0
CN1C=CC(=C2C=CN(C[N+](=O)[O-])C=C2)C(C(=O)O)=C1,3.818062652,3.208161541,0,4
CNC1=CC(=C2C=CN(C)C=C2)C(C(=O)O)=CN1C,3.424275146,1.53265614,0,2
CN[N]Oc1cc(C(C)=O)ccc1[O],5.21095556,4.235911093,0,3
COc1cccc2c1ON(C(Cl)(Cl)Cl)O2,6.084468136,3.708628796,0,3
COC1=CN(C)C=C/C1=C1/C=CN(C)C(C(=O)O)=C1,3.515918004,2.169777133,0,3
COCCOC1=C/C(=C2/C=CN(C)C=C2C#N)C=CN1C,3.523379001,1.7246043,0,2
CCN1C=CC(=C2C=CN(C)C=C2C(=O)O)C=C1,3.663799679,1.800607268,0,2
CN(C)C1=CC(=C2C=CN(CCl)C=C2)C=CN1C,3.570036162,3.511438469,0,0
CN1C=C/C(=C2\C=CN(C)C([N+](=O)[O-])=C2)C(F)=C1,4.007507052,3.069448657,1,2
COC1=CN(C)C=C/C1=C1/C=CN(C)[CH][C]1C(Br)(Br)Br,3.480046698,4.83824299,0,1
CN1C=CC(=C2C=CN(C)C=C2C(C)(C)C)C=C1,3.203620938,1.113661741,0,0
COC1=CN(C)C=C(C)C1=C1C=CN(C)C=C1,3.141754295,1.242368868,0,1
C#CC1=CN(CN(C)C)C=CC1=C1C=CN(C)C=C1,3.415586677,1.573895291,0,0
CCC1=CN(C)C=C(c2ccccc2)C1=C1C=CN(C)C=C1,3.232694136,1.203846833,0,0
C=CC1=C(C(Cl)(Cl)Cl)N(C)C=CC1=C1C=CN(C)C=C1,3.77677867,4.923136951,0,0
CC1=CN(C)C(C(C)(C)C)=CC1=C1C=CN(C)C=C1,3.17016437,1.294365659,0,0
COCCOCCOC1=C/C(=C2/C=CN(C)C(OC)=C2)C=CN1C,3.081842373,1.105466682,0,4
C=CC1=C(CC)N(C)C=CC1=C1C=CN(C)C=C1,3.302490704,1.276392554,0,0
C#CC1=CN(C)C=C/C1=C1\C=CN(C)C(C(C)(C)C)=C1,3.365347382,1.595365473,0,0
COCCOCCOC1=CC(=C2C=CN(C)C=C2)C=C(C(C)(C)C)N1C,3.17533185,1.193328131,0,3
C=Cc1cccc2c1ON(C(F)(F)F)O2,6.2018201,2.037057695,3,2
C#Cc1cccc2c1ON(O)O2,5.912109816,1.985157404,0,3
C#Cc1c(-c2ccccc2)ccc2c1ONO2,5.84163167,2.067172586,0,2
CN1C=CC(=C2C=CN(C)C=C2c2ccccc2)C=C1,3.279509267,1.294153952,0,0
COCCOCCOC1=C(O)[C]([C]2C=CN(C)C=C2)C=CN1C,3.244426433,1.343818627,0,4
CN1C=CC(=C2C=CN(C[N+](=O)[O-])C=C2)C=C1[N+](=O)[O-],4.067124691,3.533559386,0,4
CCN1C=CC(=C2C=CN(COCCOCCOCCOC)C=C2)C=C1,3.389100936,0.697754833,0,4
C=CC1=CN(C)C=CC1=C1C=CN(CC(C)=O)C=C1,3.496236911,1.747986993,0,1
CC(=O)C1=CN(C)C=CC1=C1C=CN(CN)C=C1,3.562296257,1.889093333,0,1
C/C(O)=N/C1=CC(=C2C=CN(C)C=C2)C=CN1CN,3.212320439,1.60360763,0,1
CNC1=CC(=C2C=CN(C)C=C2)C(F)=CN1C,3.193346611,1.288159407,1,0
C/C(O)=N/[C]1[C](C(F)(F)F)C(=C2C=CN(C)C=C2)C=CN1C,3.431451912,1.668110626,3,1
COCCOCN1C=CC(=C2C=CN(C)C([N+](=O)[O-])=C2)C=C1,3.98564402,3.137660331,0,4
CN1C=CC(=C2C=CN(CC(C)(C)C)C=C2)C(F)=C1,3.370036186,1.186252537,1,0
CN1C=CC(=C2C=CN(CC(C)(C)C)C=C2)C(C#N)=C1,3.597780116,1.724419946,0,0
COCCOCCOCCOCN1C=CC(=C2C=CN(C)C=C2)C(F)=C1,3.526210206,1.217971873,1,4
C=CCN1C=C[C]([C]2C=CN(C)C=C2)C(CC)=C1,3.185044066,0.984074704,0,0
C=CC1=CN(C)C=C(CC)C1=C1C=CN(C)C=C1,3.331541319,1.148461561,0,0
COCCOC1=CN(C)C=C/C1=C1/C=CN(C)C=C1Cl,3.189635985,1.378297336,0,2
COCCOC1=CC(=C2C=CN(C)C=C2)C=C(N)N1C,2.988802589,1.066754619,0,2
C/C(O)=N/C1=C/C(=C2\C=CN(C)C=C2F)C=CN1C,3.363606596,1.630801234,1,1
C/C(O)=N/C1=CC(=C2C=CN(C)C=C2)C(C#N)=CN1C,3.502942217,1.806702836,0,1
C#CC1=C(OCCOCCOCCOC)C(=C2C=CN(C)C=C2)C=CN1C,3.293400608,1.849231848,0,4
COCCOCCOCCOc1sccc1C,5.440889859,0.990410785,0,4
C/C(O)=N/C1=C/C(=C2\C=CN(C)C=C2N(C)C)C=CN1C,3.178831302,1.535279706,0,1
Clc1c(C(Cl)(Cl)Cl)ccc2c1NSN2,5.035809395,4.046778002,0,0
Cc1cccc2c1NSN2O,5.289777502,3.04093261,0,1
COCCOC1=C/C(=C2\C=CN(C)C(C(F)(F)F)=C2)C=CN1C,3.32429896,1.692477536,3,2
CCC1=C/C(=C2\C=CN(C)C=C2N(C)C)C=CN1C,3.124629921,1.017521677,0,0
COC1=CC(=C2C=CN(C)C=C2)C=C(c2ccccc2)N1C,3.195543258,1.70849731,0,1
CN1C=CC(=C2C=CN(CN(C)C)C(F)=C2)C=C1,3.417524007,1.15509679,1,0
C#CC1=CC(=C2C=CN(CC=C)C=C2)C=CN1C,3.383907668,1.830416778,0,0
O=[N+]([O-])c1c(C(Cl)(Cl)Cl)ccc2c1NSN2,5.174076151,3.523288398,0,2
Clc1cc2c(cc1C(Cl)(Cl)Cl)NSN2,4.943872083,4.151455395,0,0
C#CN1SNc2cccc(OC)c21,4.758064577,4.159562706,0,1
ClC(Cl)(Cl)c1ccc2c(c1)NSN2C(Br)(Br)Br,5.346653898,5.767293647,0,0
CN1[CH][C](C(C)(C)C)[C]([C]2C=CN(C)C=C2C(F)(F)F)C=C1,3.295400019,1.456516611,3,0
COCCOCN1C=CC(=C2C=CN(C)C=C2)C(OC)=C1,3.413205074,1.07738471,0,3
C#CC1=CN(C)C=CC1=C1C=CN(CC=C)C=C1,3.400188007,1.592869947,0,0
CC1=C/C(=C2/C=CN(C)C(C(Br)(Br)Br)=C2)C=CN1C,3.588554472,5.071594825,0,0
CN1C=CC(=C2C(Cl)=CN(C)C=C2C(F)(F)F)C=C1,3.716928744,3.111935922,3,0
C#CC1=CN(C)C=C/C1=C1/C=CN(C)C(C(C)(C)C)=C1,3.354470888,1.580372414,0,0
COC1=CC(=C2C=CN(C)C=C2)C=CN1CN,3.117156605,0.875937758,0,1
C/C(O)=N/C1=CN(C)C=C/C1=C1\C=CN(C)C(c2ccccc2)=C1,3.280919399,1.739577954,0,1
C/C(O)=N\CN1C=CC(=C2C=CN(C)C(Cl)=C2)C=C1,3.451218441,2.625330184,0,1
C=CC1=CC(=C2C=CN(C)C=C2)C=C(CC)N1C,3.207677665,1.761417408,0,0
COCCOCCOCN1C=CC(=C2C=CN(C)C(Cl)=C2)C=C1,3.523897984,2.661133285,0,3
CNC1=CN(C)C=C[C]1[C]1C=CN(CC#N)C=C1,3.296871891,1.288196147,0,0
CN1C=CC(=C2C=CN(CC#N)C=C2C(C)(C)C)C=C1,3.420736953,1.194952738,0,0
CNC1=C(N(C)C)N(C)C=CC1=C1C=CN(C)C=C1,3.195252414,1.231287408,0,0
CN1C=C/C(=C2/C=CN(C)C=C2c2ccccc2)C(N)=C1,3.034343477,1.236622896,0,0
CN1C=CC(=C2C=C(c3ccccc3)N(C)C=C2O)C=C1,3.310576803,1.683674515,0,1
CNc1ccc2c(c1OC)ONO2,5.014764669,1.269631554,0,3
COCCOc1cc(F)c2c(c1)ONO2,5.675177646,1.649245023,1,4
COC1=CN(C)C=C/C1=C1/C=CN(C)C(c2ccccc2)=C1,3.285328571,1.613245292,0,1
COCCOCCOC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1N(C)C,3.191752551,1.179795668,0,3
Nc1ccsc1C(F)(F)F,5.785178247,1.686169676,3,0
O=C(O)c1cscc1O,6.236219117,2.121674639,0,3
CN(C)c1cscc1C(=O)O,5.139973506,2.081611942,0,2
O=C(O)c1ccc(O)s1,6.210425773,2.215377812,0,3
Oc1csc(C(F)(F)F)c1,6.33402669,1.903983035,3,1
COCCOC1=C(C(=O)O)N(C)C=CC1=C1C=CN(C)C=C1,3.54039088,2.149543442,0,4
COCCOCN1C=CC(=C2C=CN(C)C(C(C)(C)C)=C2)C=C1,3.410015649,1.115603349,0,2
C=Cc1ccc(OC)c2c1ONO2,5.81337033,1.841192571,0,3
Fc1cccc2c1ONO2,6.036878511,1.621249404,1,2
ON1Oc2cccc(F)c2O1,5.941171432,1.55779034,1,3
C=Cc1c(C(=O)O)ccc2c1NSN2,4.866023378,2.459997005,0,2
CCc1c(C(=O)O)ccc2c1NSN2,4.860532077,3.662204953,0,2
CCC1=CC(=C2C=CN(C)C=C2)C=C(F)N1C,3.358536233,1.27037332,1,0
COCCOCCOCCOc1sccc1N(C)C,4.666793285,0.899289961,0,4
COCCOCCOc1cccs1,5.614209558,1.189354831,0,3
CCC1=CN(C)C=C(/N=C(/C)O)C1=C1C=CN(C)C=C1,3.101800606,0.980769663,0,1
COCCOCCOCCOc1ccc(C(F)(F)F)s1,6.071828543,1.833894284,3,4
CN(C)c1csc(C(Br)(Br)Br)c1,5.188174733,4.665048614,0,0
C=CC1=CN(C)C=C/C1=C1/C=CN(C)C(C=C)=C1,3.351025102,1.763586956,0,0
COC1=C/C(=C2/C=CN(C)C(Cl)=C2)C=CN1C,3.17756385,2.619693332,0,1
CN1C=CC(=C2C=CN(C(C#N)C#N)C=C2)C=C1,3.651277836,4.73538323,0,0
CN1[CH][C](C(Cl)(Cl)Cl)[C]([C]2C=CN(C)[CH][C]2C(Cl)(Cl)Cl)C=C1,3.688372919,6.227384974,0,0
CCCN1C=CC(=C2C=CN(C)C=C2N)C=C1,3.098142705,1.050117954,0,0
CNC1=CC(=C2C=CN(C)C=C2)C=CN1CN,3.099099,0.825201044,0,0
C=Cc1ccc2c(c1C(C)=O)NSN2,4.601936086,3.848328873,0,1
Nc1ccc([N+](=O)[O-])s1,5.92025307,3.225764316,0,2
CNc1cscc1-c1ccccc1,5.132560382,1.487199624,0,0
CNc1ccsc1[N+](=O)[O-],6.057504185,3.051298232,0,2
CNc1ccsc1C(Br)(Br)Br,5.540866375,4.566542838,0,0
CN[C@H]1SCCC[C@H]1C,5.48167565,0.662347304,0,0
C#C[C@H]1CSC[C@@H](C#C)C1,6.353906347,0.795825379,0,0
N#CC1=C(C(Br)(Br)Br)S[C](C2=[S]C=CS2)S1,4.975056424,4.61418953,0,0
OC1=CS/C(=C2/SC=C(C(Br)(Br)Br)S2)S1,4.807311173,4.323992557,0,1
C#CC1=C/C(=C2\C=CN(C)C(C(=O)O)=C2)C=CN1C,3.622106059,2.40641127,0,2
COCCOC1=CN(C)C=C[C]1[C]1C=CN(C)C=C1[N+](=O)[O-],3.560662749,2.600869294,0,4
CN1C=CC(=C2C=CN(C)[C](Cl)[C]2C(Cl)(Cl)Cl)C=C1,3.869913825,4.553003526,0,0
COc1cccc2c1NSN2,4.674710524,3.284964224,0,1
O=[N+]([O-])c1cccc2c1NSN2,4.974552752,3.397698144,0,2
COc1c(C(=O)O)ccc2c1NSN2,4.940066367,2.267025536,0,3
C#CC1=C/C(=C2\C=CN(C)C=C2OCCOCCOCCOC)C=CN1C,3.364786343,1.673091662,0,4
Cc1cc2c(cc1C)NSN2,4.727930573,1.116348068,0,0
COc1cccc2c1ON(C(F)(F)F)O2,6.178357832,4.704836528,3,3
Oc1ccc2c(c1-c1ccccc1)ONO2,5.593458853,1.73134579,0,3
CN1C=CC(=C2C=CN(CC#N)C=C2N)C=C1,3.347164601,1.260743736,0,0
CN1C=C/C(=C2/C=CN(C)C(C(Cl)(Cl)Cl)=C2)C(c2ccccc2)=C1,3.558627381,4.878104979,0,0
CN1C=CC(=C2C=CN(C[N+](=O)[O-])C=C2)C(C(Br)(Br)Br)=C1,3.860732453,4.880904372,0,2
CN1C=CC(=C2C=C(C(F)(F)F)N(C)C=C2C(=O)O)C=C1,3.80252096,1.974326459,3,2
CC(C)N1C=CC(=C2C=CN(C)C=C2)C=C1,3.214202362,0.935017507,0,0
CN1C=CC(=C2C=CN(Cc3ccccc3)C(Cl)=C2)C=C1,3.434916188,2.643782743,0,0
CON1SN(C#N)c2ccccc21,5.851711167,4.363749447,0,1
CCC1=CN(C)C=CC1=C1C=CN(CF)C=C1,3.438783219,1.262664909,1,0
CN1C=CC(=C2C=CN(CC(Cl)(Cl)Cl)C=C2)C=C1C(F)(F)F,3.713720223,3.690902226,3,0
CCC1=C(C(=O)O)N(C)C=CC1=C1C=CN(C)C=C1,3.457334738,2.108580423,0,2
C=CC1=C(C(F)(F)F)N(C)C=CC1=C1C=CN(C)C=C1,3.586350701,1.998158143,3,0
C=CC1=CN(C)C=C/C1=C1\C=CN(C)C(C(C)(C)C)=C1,3.350752354,1.206709098,0,0
COCCOCCOCN1C=CC(=C2C=CN(C)C=C2)C=C1OCCOC,3.371562826,1.016529792,0,5
CN1C=C/C(=C2/C=CN(C)C=C2C(Cl)(Cl)Cl)C(c2ccccc2)=C1,3.398942455,4.834851486,0,0
