SMILES,IE,EA,n_F,n_O
Cc1ccoc1,6.15690675,0.237435586,0,1
CC(=O)Nc1nccc(-c2ccncc2)c1C,6.552073277,2.418838464,0,1
O=C1c2ccccc2C(=O)c2cc(F)c(F)cc21,7.338899419,3.714397185,2,2
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,5.773723874,3.274581196,0,2
Cc1cc(N(C)C)cc2c1C(=O)c1ccccc1C2=O,5.58433225,3.283114288,0,2
C#Cc1ccc2c(c1)C(=O)c1c(C)cccc1C2=O,6.907264853,3.601714561,0,2
Cc1cnc2cc(C(=O)O)ccc2n1,6.908196865,2.955734396,0,2
N#C[C](C#N)c1ccc([C](C#N)C#N)cc1,6.990356849,4.893768154,0,0
O=C(c1ccccc1)N1CCCCC1,6.458509639,1.88517654,0,1
CNc1ccc2c(c1)C(=O)c1cccc(C)c1C2=O,5.692874825,3.310025631,0,2
CC1(C)CCc2ccccc21,6.312747276,0.790413736,0,0
Cc1ccc2c(c1)C(=O)c1c(C(=O)O)cccc1C2=O,7.375698255,4.003407176,0,4
C#C[C@@H]1C[C@H](C#C)CCS1,6.367920536,2.269083076,0,0
CO[C@@H]1C[C@H](C)CCS1,6.236221629,0.555519648,0,1
O=C(O)[C@H]1[C@H]2[C@H]3C[C@@H]1C[C@H]32,6.76352434,0.742013583,0,2
O=Cc1cc(O)ccc1O,5.950145365,2.672221719,0,3
Cc1ccc(C(=O)Cl)cc1,7.134514339,2.767719946,0,1
O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,7.52409592,4.744813278,0,2
Cc1ccc(N(C)C)c2c1C(=O)c1ccccc1C2=O,5.441723725,3.258726766,0,2
O=C(O)c1cccc(Cl)c1Cl,7.013043315,2.569661336,0,2
S=C1NCCN1,6.10784653,0.669812883,0,0
C[C@@H]1CCS[C@H](C)C1,6.091559991,0.502254099,0,0
COc1ccc2c(c1C)C(=O)c1ccccc1C2=O,6.341094689,3.393142553,0,3
CNc1cccc2c1C(=O)c1ccc(C)cc1C2=O,5.692328407,3.418777149,0,2
C#Cc1ccc2c(c1)C(=O)c1cccc(C#C)c1C2=O,6.894553137,3.720510268,0,2
CCc1cnc2c(C)cccc2n1,6.44619643,2.524744452,0,0
CNc1cccc2c1C(=O)c1c(C)cccc1C2=O,6.072004734,2.880728597,0,2
C#Cc1c(C)ccc2c1C(=O)c1ccccc1C2=O,6.773003368,3.574236098,0,2
Cc1cccc2c1C(=O)c1cccc(C#N)c1C2=O,7.143541898,3.727646476,0,2
C/C=C/CC/C=C/C,6.268716109,0.046232783,0,0
COCC#N,7.869610293,1.621775958,0,1
C=CC=C(OC)OC,5.279151775,1.407824248,0,2
O=CN1CCN(C=O)CC1,6.546562839,0.521936082,0,2
CC(C)N(C(=S)S)C(C)C,5.74268341,2.175473937,0,0
CN1C(=O)N=NC1=O,7.412820256,4.697279007,0,2
O=[N+]([O-])c1ccccc1C(F)(F)F,7.777802986,3.624902073,3,2
CO[C@H]1SCCC[C@H]1C,6.094045327,0.488066499,0,1
C=Cc1cnc2c(C=C)cccc2n1,6.111641334,2.787711456,0,0
Nc1cc2nccnc2cc1N,5.525995865,2.350792709,0,0
Cc1c(N)ccc2nccnc12,5.542574227,2.432984435,0,0
COc1cccc2c1C(=O)c1c(OC)cccc1C2=O,6.296796689,3.477545044,0,4
CNc1cccc2c1C(=O)c1cc(C)ccc1C2=O,5.706365565,3.340158742,0,2
CC(C)Sc1ccccc1,5.80784517,1.289163142,0,0
N#Cc1cc2c(cc1C#N)C(=O)c1ccccc1C2=O,7.621319248,4.117842272,0,2
O=C1c2ccc(C(Cl)(Cl)Cl)cc2C(=O)c2c1cccc2C(Cl)(Cl)Cl,7.379249645,3.851312833,0,2
Cc1cnc2cccc([N+](=O)[O-])c2n1,6.898899353,3.547555243,0,2
C=Cc1ccc(C)c2nccnc12,5.962669451,2.700029264,0,0
CC(=O)N[C@@H]1CCC[C@H](C)S1,6.331212741,0.822792832,0,1
C#Cc1cccc2c1C(=O)c1c(C)cccc1C2=O,6.708371986,3.542002641,0,2
O=C1c2ccccc2C(=O)c2c(F)ccc(F)c21,7.226501483,3.706818093,2,2
Cc1cccc2c1C(=O)c1cc(F)ccc1C2=O,7.083829452,3.56413453,1,2
CC(=O)Nc1ccc2nccnc2c1NC(C)=O,5.846646067,2.842196722,0,2
Cc1c(F)ccc2c1C(=O)c1ccccc1C2=O,7.078072737,3.560817068,1,2
Cc1cccc2c1C(=O)c1ccc(N)cc1C2=O,5.879080458,3.366426849,0,2
Cc1cccc2ncc(N(C)C)nc12,5.530317841,2.30307081,0,0
Cc1cccc2c1C(=O)c1cccc(C(=O)O)c1C2=O,7.368470367,3.946269262,0,4
Cc1cc(N)c2ccccc2n1,5.665034102,1.830848585,0,0
O=C(O)c1cccc2[nH]nnc12,7.194891374,2.858322665,0,2
Clc1c2ccccc2cc2ccccc12,5.492300292,2.551626572,0,0
CCOC(=O)O[C@H](C)CC,7.764616303,0.463483917,0,3
COc1ccc(-c2nsc(-c3ccc(OC)cc3)n2)cc1,5.815559289,2.402117877,0,2
CC(C)(C)c1ccccc1,6.554613441,0.398796714,0,0
CCCCn1ccn(C)c1=O,5.376949948,0.546361662,0,1
C#Cc1ccc(C(C)(C)C)cc1,6.314245927,1.74759774,0,0
O=c1[nH]c2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21,5.496444028,2.477775856,0,1
Oc1ccc(-c2ccsc2)cc1,5.584844088,1.43881618,0,1
O=C(O)c1cccc(O)c1O,6.07514268,2.31849008,0,4
C[C@H]1C2=C(CCCC2=O)O[C@H]1Sc1ccccc1,6.123335897,1.846547006,0,2
COC(=O)[C@@]12CCCC[C@]1(OC)O[C@@H](c1ccccc1)C2,6.620565269,0.976096514,0,4
CC(C)(C)C(=O)CCl,7.227757531,3.688731508,0,1
CC[N+](=O)[O-],8.357872902,3.045887898,0,2
CCCCN(CCCC)CC(F)(F)F,5.819719543,0.450957614,3,0
CCN(C=O)[C@H](C)OC,6.938413689,0.393382968,0,2
CN1C(=O)c2ccccc2S1(=O)=O,7.504430044,2.767536519,0,3
O=C(O)c1cccc2c1C(=O)c1cccc(C(=O)O)c1C2=O,7.660489746,4.343115659,0,6
C=CCCC(=O)N1CCC[C@@H]1OC,6.596459921,0.702585221,0,2
C[C@H]1CCC[C@@H](c2ccccc2)S1,6.122892458,2.417736251,0,0
Cl/C(=C\c1ccccc1)c1ccccc1,5.83757503,2.308757246,0,0
COc1cc2c(c(OC)c1O)[C@H]1CCCN1C(=O)C2,5.660175588,0.825804443,0,4
CCOC(=O)[C@@H]1CCC(=O)C=C1C,7.020139279,2.267521319,0,3
CC(C)(C#N)[N][N]C(C)(C)C#N,6.708753909,2.87369114,0,0
c1cc2ccc3ccc4[nH]c5ccc6ccc1c1c2c3c4c5c61,5.298372411,2.015441002,0,0
COc1c(C)ccc2c(-c3cc(C)c(OC)c4ccccc34)cccc12,5.523876678,1.846609601,0,2
O=S1(=O)NCc2ccccc21,7.03651014,1.826473008,0,2
C=Cc1cnc2cccc(C)c2n1,6.353901395,2.667057929,0,0
CC1=C(C)CCCC1,5.792718067,0.444068886,0,0
O=C(O)c1ccc2c(c1)C(=O)c1c(C(=O)O)cccc1C2=O,7.496903582,4.16385033,0,6
O=[N+]([O-])c1cnc2cccc([N+](=O)[O-])c2n1,7.598084255,4.223226381,0,4
C[C@]1([N+](=O)[O-])CCCCS1,6.529716497,2.976998239,0,2
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,7.410281788,3.90609247,0,5
NC(N)=O,7.266680512,0.771016469,0,1
CO[C@H](C(F)F)N(c1ccccc1)c1ccccc1,5.541407786,1.113562991,2,1
CCCCN(CC(F)(F)F)[C@H](C#N)CCC,5.999260833,1.631921649,3,0
COc1ccccc1CC(=O)N1CCCC1,5.970866657,0.911517051,0,2
c1ccc2c(c1)Nc1ccccc1S2,4.89734653,1.254603874,0,0
O=Cc1ccc(F)cc1,7.225165957,2.537269993,1,1
Cc1cccc2c1C(=O)c1ccc(C(Cl)(Cl)Cl)cc1C2=O,7.130731592,3.690769137,0,2
COc1ccc(C(=O)O)c(Cl)c1Cl,6.640619858,3.333157457,0,3
Cc1ccc(C(=O)O)cc1Cl,6.918357745,2.323890256,0,2
S=C=Nc1ccccc1,6.364207306,2.614597048,0,0
c1cc2c3c(cccc3c1)[S]=[S]2,5.190351133,3.504925206,0,0
CNc1cc(C)cs1,4.863138517,0.656627025,0,0
Cl[C]C[C@@H]1[C@H]2[C@]3(Cl)[C@@H](C=C(Cl)[C@@H]3Cl)[C@@]12Cl,6.073692186,3.664319637,0,0
C=CC(=C)C=C,6.12242489,2.008895565,0,0
CCc1c(-c2ccncc2)ccnc1C,6.816973664,2.128912013,0,0
O=C(O)c1c(Cl)cccc1Cl,7.04948665,2.392103595,0,2
CCOC(=O)CSc1ncccn1,6.589902677,2.01048327,0,2
O=C1NC(=O)c2ccccc21,7.522957412,3.043895386,0,2
OCc1c(F)c(F)cc(F)c1F,6.999649975,1.905397104,4,1
CC(=O)Nc1ccc2c(c1)C(=O)N(O)C2=O,6.498812025,3.233195372,0,4
O=C(O)C(=O)[C@H](O)[C@H](O)[C@@H](O)CO,7.094920173,3.694123498,0,7
CCCN(CCC)CCC,5.296929584,0.330710637,0,0
Clc1ccc2[nH]ccc2c1,5.7962075,1.272533808,0,0
CCOC(=O)CCCCCCC(=O)OCC,7.593183335,0.768830453,0,4
FC1(Sc2ccccc2)c2ccccc2-c2ccccc21,6.151963097,2.960814941,1,0
CC(C)N1C(=O)N(c2ccccc2)CS/C1=N\C(C)(C)C,6.010565939,1.730671453,0,1
CCOC(=O)Nc1ccc(OC)cc1,5.515543126,0.868696406,0,3
Oc1ccc(O)c(-c2cc(O)ccc2O)c1,5.672011501,1.647661541,0,4
CO[C@@]12CCC(=O)[C@]1(C)C[C@H](c1ccccc1)O2,6.680318442,1.557051847,0,3
ClC(Cl)=CSCc1ccccc1,5.995863206,2.852892941,0,0
O=C(O)/C(=N\O)c1ccccc1,6.52826711,2.696522209,0,3
C=CC[C@@H](C(=O)CCC(=C)C)C(=O)OC,6.669421527,1.932066748,0,3
c1ccc(CCCCc2ccccc2)cc1,6.532246334,0.713334768,0,0
C1CNCCN1,5.12961411,0.402573999,0,0
CCCOCCC,6.969035799,0.045372158,0,1
O=C(O)c1ccc(C(=O)O)cc1,7.547312306,2.952356592,0,4
O=Cc1ccco1,6.852611132,2.542213379,0,2
O=C/C=C\C=O,7.654035699,3.696873505,0,2
O=[N+]([O-])c1ccc2ccccc2c1O,6.171381084,3.266678232,0,3
FC(F)(F)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,6.706889398,2.400662343,6,0
O=C(Cl)C(=O)Cl,8.567159933,4.285783254,0,2
CC1(C)C[C@H]2C[C@H]3C(=O)OC[C@H]3[C@@]2(C(C#N)C#N)C1,7.746228273,2.044507223,0,2
COc1ccccc1[N+](=O)[O-],6.627932741,3.260060559,0,3
C[C@H](CC(=O)O)C(=O)O,7.64394793,1.919369875,0,4
Pc1ccccc1,6.097757702,1.365135105,0,0
CCOC(=O)/C(Cl)=C/N(C)C,5.582424741,3.037063513,0,2
ClC1=C[C@]2(Cl)[C@H]3CC=C[C@H]3[C@@]1(Cl)[C@@H]2Cl,6.84675165,2.584415898,0,0
O=C(O)CSCSCC(=O)O,6.198730165,2.529275784,0,4
S=c1[nH]c(=S)[nH]c(=S)[nH]1,6.720887995,2.935833105,0,0
OCc1ccco1,6.295557834,1.071901317,0,2
[O]S([O])(O)c1ccccc1,7.537835046,2.776642515,0,3
CCOP(=O)(OCC)/C(Cl)=C/OC,6.406798265,2.774757991,0,4
CC(C)=CCc1c(O)c(O)c2ccccc2c1O,5.05481551,1.678777178,0,3
CC1(C)COC(c2cccc(F)c2)=N1,6.551951376,2.044928237,1,1
CCn1c2ccccc2c2cc(C(c3ccc[nH]3)c3ccc[nH]3)ccc21,5.321735455,1.559671286,0,0
C/C=C/[C@H](CC1(C)C(=O)CCC1=O)OC,6.130426035,1.965584987,0,3
C=C1COc2ccccc21,5.687804373,1.805223668,0,1
O=C(O)c1ccccc1C(F)(F)F,7.464907865,2.62034745,3,2
C=CF,7.435729765,1.165372214,1,0
Nc1cccc2c(N)cccc12,4.861793888,1.456403271,0,0
OCc1cccc(O)c1,6.114478469,1.196295614,0,2
CCOC(=O)[C@@H]1CC2=C(CC(C)(C)CC2=O)O1,6.372226422,2.926940316,0,4
COc1cc2c(OC)cc1CCc1ccc(cc1)CC2,5.003598934,1.068146201,0,2
CN(CC(C)(C)C)/N=N/N(C)CC(C)(C)C,4.687759999,1.347442808,0,0
c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,5.577074422,1.481577248,0,0
CC1(C)CCCC(C)(C)N1,5.444783174,0.382125197,0,0
O=C(c1ccccc1)c1ccccn1,6.723649042,2.850327182,0,1
C=CC1CC1,6.21915045,0.757063576,0,0
[CH]1[CH]CC[CH][CH]CC1,5.725191797,1.331134223,0,0
c1c[nH]cn1,6.368309839,0.610119907,0,0
CC(C)N(/N=N/N(C(C)C)C(C)C)C(C)C,4.384188057,0.300377925,0,0
CC(C)(c1ccc(OC[C@@H]2CO2)cc1)c1ccc(OC[C@@H]2CO2)cc1,5.750580543,0.921194254,0,4
CCCCCCCCCOc1ccc([N+](=O)[O-])cc1,6.69345406,3.275085529,0,3
CN(C)P(N(C)C)N(C)C,4.850888406,0.383852175,0,0
Cc1cc(C)[nH]n1,6.371378575,0.55028461,0,0
O=Cc1ccc(-c2ccccc2)o1,6.070461375,2.713484901,0,2
CC(=O)c1ccc(NC(=O)c2ccccc2N)cc1,5.672141609,2.393565274,0,2
CCOC(=O)C(CCC(C(=O)OCC)=C(C)C)=C(C)C,6.302384724,1.618685523,0,4
C1[C@H]2C[C@H]3CC1(C14C[C@H]5C[C@@H](C1)C[C@@H](C4)C5)C[C@@H](C2)C3,6.41381586,0.590498573,0,0
CN(C)C1=C(N(C)C)C(=O)C(N(C)C)=C(N(C)C)C1=O,4.483462448,3.311250527,0,2
O=CC=O,7.518010829,3.763390778,0,2
CC(=O)NS(=O)(=O)c1ccc(C)cc1,7.046051262,2.912848947,0,3
CC(=O)C(Sc1ccccc1)C(C)=O,6.055776741,3.300220684,0,2
Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,5.738209116,0.951305357,0,8
NCCCCCCCCCCCCN,6.270516147,0.312730862,0,0
CO[PH]([S])(OC)Oc1ccc([N+](=O)[O-])cc1,6.875981095,3.476442501,0,5
CCCCCCCCCCNC(=O)[C@@H](N)C(C)C,6.161980062,0.725791179,0,1
C1CCC2(CC1)N1C[C@H]3CN2C[C@@H](C1)C3,4.96073338,0.45473438,0,0
CC1(C)c2ccccc2Nc2ccccc21,5.041534997,0.902813549,0,0
COC1=CS[C](C2=[S]C(C(=O)O)=CS2)S1,4.758878276,2.522402147,0,3
C#CC1=C(NC)SC(=C2SC=CS2)S1,4.508280071,2.183876682,0,0
C#CC1=CS/C(=C2\SC=C(C#C)S2)S1,4.799510736,2.039961711,0,0
O=[N+]([O-])C1=C(O)S[C](C2=[S]C=CS2)S1,5.007690408,3.839639193,0,3
CNC1=CS/C(=C2\SC=C([N+](=O)[O-])S2)S1,4.696227216,3.664542093,0,2
COCCOC1=CS/C(=C2/SC=C(N)S2)S1,4.545532178,2.057911011,0,2
FC(F)(F)C1=C(C(Cl)(Cl)Cl)S[C](C2=[S]C=CS2)S1,4.935078983,4.473421839,3,0
CC(=O)N1SNc2ccc(C(F)(F)F)cc21,5.178123202,3.48195254,3,1
[O]N1C=CN([O])c2ccccc21,5.921206138,3.177852089,0,2
CC(C)[C@@]12C=C[C@@](C)(CC1)OO2,6.204792165,3.655700834,0,2
CC(=O)C1=CSC(C2=[S]C(C)=CS2)=[S]1,4.721229087,2.626000509,0,1
CC1=CSC([C]2SC=C(F)S2)=[S]1,4.692165724,2.464802257,1,0
NC1=C(N)S[C](C2=[S]C=CS2)S1,4.392148554,1.830835012,0,0
COCCOCCOC1=CS/C(=C2/SC=C(O)S2)S1,4.648062996,2.192916837,0,4
CC(C)N(C)[N][N]N(C)C(C)C,4.637118229,0.741902666,0,0
Cc1cscc1C,6.127699993,0.773834572,0,0
c1cc2ccc1CCc1ccc(cc1)CC2,5.821889403,1.229851501,0,0
O=[N+]([O-])C1=C(C(Cl)(Cl)Cl)S[C](C2=[S]C=CS2)S1,5.058060984,4.372349325,0,2
CN[C@H]1[C@@H](C#N)N(C)CCN1C,5.645802423,0.855647646,0,0
C=C[C@@H]1CN(C)C[C@H]([N+](=O)[O-])N1C,5.944274639,2.637747504,0,2
CC[C@@H]1[C@H](OC)N(C)CCN1C,5.17270239,0.212357214,0,1
CC[C@@]1(OC)CN(C)CCN1C,5.373396935,0.13267882,0,1
CC[C@@H]1CN(C)C[C@H](C(=O)O)N1C,5.802686031,0.425951204,0,2
CN1CCN(C)[C@@](C(=O)O)(N(C)C)C1,5.562179918,0.629118267,0,2
CC[C@@H]1CN(C)C[C@H](OC)N1C,5.300454588,0.220660531,0,1
C=C[C@@H]1[C@H](C#N)N(C)CCN1C,5.760221908,0.768928029,0,0
CCC1(CC)CN(C)CCN1C,5.170661484,0.257767676,0,0
CO[C@]1(N(C)C)CN(C)CCN1C,5.42916201,0.201499514,0,1
CO[C@@H]1CN(C)[C@H](c2ccccc2)CN1C,5.499256426,0.576895611,0,1
CN1CCN(C)[C@@](C#N)(N(C)C)C1,5.740794802,1.049875,0,0
CC[C@@H]1CN(C)[C@H](C)CN1C,5.220949482,0.194753872,0,0
C[C@@H]1CN(C)[C@H](N(C)C)CN1C,5.16433161,0.347168219,0,0
CO[C@H]1CN(C)C[C@@H](N(C)C)N1C,5.267881317,0.383466139,0,1
CN1C[C@@H](c2ccccc2)N(C)C[C@H]1C(=O)O,5.966510852,0.684010624,0,2
CN[C@@]1(c2ccccc2)CN(C)CCN1C,5.492907697,0.606057032,0,0
C#C[C@@H]1[C@H](c2ccccc2)N(C)CCN1C,5.517832798,0.794296958,0,0
C=C[C@@H]1CN(C)C[C@H](c2ccccc2)N1C,5.55165158,0.62004773,0,0
C#C[C@@H]1CN(C)C[C@H](C=C)N1C,5.604399705,0.368679829,0,0
CC[C@@H]1CN(C)C[C@H](c2ccccc2)N1C,5.446238267,0.543744171,0,0
CN1C[C@@H](c2ccccc2)N(C)[C@@H](N(C)C)C1,5.456610509,0.427834898,0,0
CC[C@@H]1CN(C)C[C@H](NC)N1C,5.125388698,0.329705161,0,0
CC[C@@]1(NC)CN(C)CCN1C,5.396963621,0.305356775,0,0
CN[C@@H]1CN(C)[C@H](N(C)C)CN1C,5.253387306,0.108653537,0,0
CN1CCN(C)[C@](N)(c2ccccc2)C1,5.590753418,0.628750903,0,0
CN1C[C@@H](c2ccccc2)N(C)C[C@H]1N,5.423708391,0.527870004,0,0
CC[C@@H]1CN(C)[C@H](C#N)CN1C,5.646993395,1.052869362,0,0
COCCOC1=C(C(C)=O)S[C](C2=[S]C=CS2)S1,4.750767414,2.537775747,0,3
COC1=C(O)S[C](C2=[S]C=CS2)S1,4.619745319,1.83832934,0,2
C=CC1=C(C(F)(F)F)S[C](C2=[S]C=CS2)S1,4.820678344,2.646164041,3,0
c1ccc2c(c1)cnc1ccccc12,6.327356184,2.182392265,0,0
Cc1cc[nH]c1,5.591389468,0.597520538,0,0
c1cc2ccc3sc4ccc5cccc6c(c1)c2c3c4c56,5.250823913,2.501148775,0,0
CC1=CC=C(C(C)C)CC1,5.280532415,1.124159672,0,0
CCCc1sc(C=O)cc1C1=C(c2cc(C=O)sc2CCC)C(F)(F)C(F)(F)C1(F)F,6.6240265,2.874827183,6,2
CCCCO[N][O],7.634654761,3.127076722,0,2
CCC1=CS/C(=C2/SC=C(CC)S2)S1,4.515982713,1.629280044,0,0
Cn1c(=O)c2cc3ssc4cc5c(=O)n(C)c(=O)c6cc7ssc8cc(c1=O)c2c1c3c4c(c56)c7c81,5.784363237,4.29586981,0,4
Cn1c(=O)c2cc3cc(-c4c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c4C(F)(F)F)c4cc5c(=O)n(C)c(=O)c6cc7cc(-c8c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c8C(F)(F)F)c8cc(c1=O)c2c1c3c4c(c65)c7c81,6.258200645,3.685958685,24,4
Cn1c(=O)c2cc3cc(-c4ccccc4C(F)(F)F)c4cc5c(=O)n(C)c(=O)c6cc7cc(-c8ccccc8C(F)(F)F)c8cc(c1=O)c2c1c3c4c(c65)c7c81,6.151888274,3.592355034,6,4
CCc1cc(NC)cs1,4.996817972,0.833393029,0,0
Oc1sccc1C(Cl)(Cl)Cl,6.076066814,4.372637164,0,1
CNc1cc(C#N)cs1,5.3318098,1.815713142,0,0
N#Cc1sccc1C(Cl)(Cl)Cl,7.137611128,4.285326261,0,0
Nc1cscc1O,5.274679222,0.966341548,0,1
COCCOCCOCCOc1csc(N)c1,4.931698325,0.847533917,0,4
O=[N+]([O-])C1=C(F)S[C](C2=[S]C=CS2)S1,5.099091931,3.601005645,1,2
C/C(O)=N/C1=C(N)S[C](C2=[S]C=CS2)S1,4.387319385,1.960706365,0,1
CC1=CSC(C2=[S]C([N+](=O)[O-])=CS2)=[S]1,4.942661312,3.664099037,0,2
CC(C)(C)C1=C(F)S[C](C2=[S]C=CS2)S1,4.645993099,2.247587062,1,0
CC(=O)c1cscc1N,5.404083489,2.231496171,0,1
COCCOCCOc1csc(/N=C(/C)O)c1,5.330053923,1.725600498,0,4
CC1=C(Cl)S[C](C2=[S]C=CS2)S1,4.688623991,2.887581401,0,0
Cn1c(=O)c2cc3c4c5ccc(F)cc5c5cc(F)ccc5c4c4cc5c(=O)n(C)c(=O)c6cc7c8c9ccc(F)cc9c9cc(F)ccc9c8c8cc(c1=O)c2c1c3c4c(c56)c7c81,5.676113573,3.670423877,4,4
CCC1=C(N)SC(=C2SC=CS2)S1,4.47237761,1.739365687,0,0
CC(=O)[C]1S[C](C2=[S]C=CS2)S[C]1N(C)C,4.648241179,2.309303256,0,1
C#CC1=CS[C](C2=[S]C(C(C)=O)=CS2)S1,4.861946427,2.654546029,0,1
O=C(O)C1=C(C(F)(F)F)S[C](C2=[S]C=CS2)S1,4.922111624,3.134328115,3,2
CC(=O)C1=C([N+](=O)[O-])S[C](C2=[S]C=CS2)S1,5.056318386,4.133763125,0,3
O=[N+]([O-])c1ccc2c(c1)N([N+](=O)[O-])SN2,5.75215436,4.606236252,0,4
CNc1cccc2c1NSN2C(C)=O,5.12803619,4.060481483,0,1
C=Cc1ccc2c(c1)NSN2C=C,4.785031646,4.131296693,0,0
CCc1cscc1OCCOCCOC,5.818465857,0.750984134,0,3
COc1ccc(O)s1,5.137841535,1.352731542,0,2
Cn1c(=O)c2cc3c(-c4ccccc4)c(-c4ccccc4)c4cc5c(=O)n(C)c(=O)c6cc7c(-c8ccccc8)c(-c8ccccc8)c8cc(c1=O)c2c1c3c4c(c56)c7c81,5.93291189,3.575749755,0,4
CCC1=C(C#N)S[C](C2=[S]C=CS2)S1,4.824404791,2.308021358,0,0
C1=C[S]=C([C]2SC=C(c3ccccc3)S2)S1,4.605513436,1.958284029,0,0
CC(=O)C1=CSC([C]2SC=C(O)S2)=[S]1,4.74236058,2.638212472,0,2
O=[N+]([O-])C1=C(c2ccccc2)S[C](C2=[S]C=CS2)S1,4.950509778,3.67094568,0,2
ClC(Cl)(Cl)C1=CS[C](C2=[S]C=CS2)S1,4.815555039,4.246537097,0,0
CNc1cscc1Cl,5.315395839,2.654759363,0,0
CN(C)N1SNc2cc(C#N)ccc21,5.012069367,2.133507689,0,0
Cc1c2oc3cc4c(cc3oc2c(C)c2oc3cc5c(cc3oc12)CCC5)CCC4,4.962993667,0.908059599,0,4
C=Cc1ccsc1F,6.028413469,1.897480393,1,0
CCc1csc(N)c1,5.029650564,0.753912669,0,0
CNc1sccc1C(C)(C)C,4.798444953,1.081646331,0,0
COc1cc(Cl)cs1,5.785532436,2.525634947,0,1
Nc1cc(C(F)(F)F)cs1,5.482441983,1.441613266,3,0
CC(=O)c1csc(N(C)C)c1,5.105372511,2.114685036,0,1
CC(=O)c1cscc1C(C)(C)C,6.504288958,2.134907867,0,1
C=Cc1sccc1C(=O)O,6.13178218,2.648399252,0,2
O,9.302120752,0.056598957,0,1
CC1(C)NC(=S)NC1=S,6.44056246,2.727128539,0,0
Cn1c(=O)c2cc3cc(-c4ccccc4)c4cc5c(=O)n(C)c(=O)c6cc7cc(-c8ccccc8)c8cc(c1=O)c2c1c3c4c(c65)c7c81,5.910881287,3.574848727,0,4
COc1ccc(C(C)(C)C)s1,5.362094536,1.203644682,0,1
NN1SN(C(=O)O)c2ccccc21,5.142101509,4.16090921,0,2
CNN1SNc2c(C#N)cccc21,5.090924241,2.203696615,0,0
Fc1sccc1Cl,6.440127946,1.94904374,1,0
COCCOCCOc1sccc1C(F)(F)F,6.015794464,1.735504609,3,3
CCc1csc(OC)c1,5.486484509,0.924584678,0,1
COCCOc1cc(C(C)=O)cs1,5.864267786,2.21101158,0,3
CCc1csc(O)c1,5.615147445,0.998139,0,1
O=c1c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)c2nc3ccccc3n12)c46)c(=O)n1c2ccccc2nc51,5.626986299,3.949006422,0,2
C#Cc1ccc(NC)s1,4.968925092,1.784104731,0,0
C=Cc1ccsc1/N=C(/C)O,5.456581358,1.872320843,0,1
CNc1ccsc1C(F)(F)F,5.56266508,1.705891491,3,0
C=Cc1csc(OCCOCCOCCOC)c1,5.502876203,1.704423859,0,4
CC(=O)c1cc(C(C)(C)C)cs1,6.531697771,2.434955307,0,1
CN(C)c1cc(C(F)(F)F)cs1,5.20308784,1.485445186,3,0
CC(=O)c1sccc1N(C)C,5.377124719,2.255977575,0,1
C=Cc1cscc1F,6.156747882,1.866086761,1,0
N#Cc1cscc1C(Cl)(Cl)Cl,7.277202406,4.11264062,0,0
CC(=O)c1ccc(C)s1,6.449505697,2.435877664,0,1
CNc1ccsc1OCCOC,4.763055727,0.886792006,0,2
CN1C=CC(=C2C=CN(C)C([N+](=O)[O-])=C2)C=C1,3.931733117,3.025075141,0,2
Cn1c(=O)c2cc3c4c5cc(C(F)(F)F)c(C(F)(F)F)cc5c5cc(C(F)(F)F)c(C(F)(F)F)cc5c4c4cc5c(=O)n(C)c(=O)c6cc7c8c9cc(C(F)(F)F)c(C(F)(F)F)cc9c9cc(C(F)(F)F)c(C(F)(F)F)cc9c8c8cc(c1=O)c2c1c3c4c(c56)c7c81,6.19507643,3.908397287,24,4
Cc1cc(C)c(C)c(-c2cc3cc4c(=O)n(C)c(=O)c5cc6c(-c7c(C)c(C)cc(C)c7C)cc7cc8c(=O)n(C)c(=O)c9cc2c2c3c(c45)c6c7c2c89)c1C,6.012460134,3.559272574,0,4
CNc1sccc1N(C)C,4.426503163,0.754069445,0,0
N#Cc1cc(-c2ccccc2)cs1,6.211597022,2.295870152,0,0
C#Cc1ccc(N)s1,5.128661189,1.801294527,0,0
COCCOCCOc1sccc1C(Cl)(Cl)Cl,5.958917292,4.182054722,0,3
COc1ccsc1F,5.880088953,1.74173711,1,1
O=C(O)c1cc(Cl)cs1,6.811691219,2.606848514,0,2
CNc1sccc1Cl,5.083282261,2.803509952,0,0
C#Cc1ccsc1C(Cl)(Cl)Cl,6.633884711,4.295758714,0,0
C1CC[C@@H]2C[C@H](C1)OO2,6.368344792,0.571141891,0,2
CN1[C@H]2CCC[C@@H]1CCC2,5.07181103,0.408082797,0,0
